Ticker,META,META,META,META,META,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06 15:30:00+00:00,625.2100219726562,625.2100219726562,619.1799926757812,622.1599731445312,2536887,1093.39501953125,1103.2099609375,1092.4300537109375,1100.8299560546875,370479,247.1999969482422,247.2899932861328,242.89999389648438,243.66000366210938,4884480,272.8280029296875,273.3999938964844,271.55010986328125,272.1814880371094,5580072,285.2300109863281,285.3399963378906,281.6199951171875,284.1907043457031,1908302
2025-11-06 16:30:00+00:00,622.2564086914062,624.6298828125,618.7999877929688,624.3900146484375,1585014,1100.8399658203125,1103.699951171875,1097.1500244140625,1102.1800537109375,266958,243.64999389648438,244.0749969482422,242.1699981689453,243.94000244140625,3243623,272.17999267578125,272.2200012207031,270.3900146484375,271.42498779296875,3198033,284.2596130371094,285.5342102050781,283.42999267578125,285.4949951171875,1589151
2025-11-06 17:30:00+00:00,624.3400268554688,626.0,622.1099853515625,623.4400024414062,1306807,1102.0799560546875,1103.0699462890625,1091.7349853515625,1094.0999755859375,186616,243.9600067138672,244.74000549316406,243.3800048828125,244.11000061035156,2169963,271.4200134277344,272.56500244140625,270.9200134277344,271.3500061035156,2621839,285.45001220703125,286.92999267578125,284.94000244140625,285.94000244140625,1137746
2025-11-06 18:30:00+00:00,623.4099731445312,625.7899780273438,621.7537231445312,624.7550048828125,1121435,1094.1700439453125,1094.530029296875,1085.1300048828125,1090.2950439453125,290539,244.10000610351562,245.50999450683594,243.8300018310547,245.40989685058594,2267194,271.3699951171875,272.1600036621094,271.0203857421875,271.9901123046875,1783486,285.92999267578125,287.79998779296875,285.6099853515625,287.5696105957031,1058616
2025-11-06 19:30:00+00:00,624.7750854492188,625.7899780273438,621.3001098632812,621.4000244140625,980154,1090.5155029296875,1094.4512939453125,1087.9100341796875,1093.0799560546875,178280,245.40499877929688,245.5399932861328,244.08999633789062,244.1199951171875,2189143,272.0050048828125,272.20001220703125,270.7349853515625,271.2099914550781,2198935,287.53009033203125,287.7200012207031,285.489990234375,285.8349914550781,992507
2025-11-06 20:30:00+00:00,621.3499755859375,621.8599853515625,618.0,619.0999755859375,1587235,1093.280029296875,1098.5899658203125,1092.0001220703125,1097.3900146484375,420333,244.1199951171875,244.52499389648438,242.64999389648438,243.0800018310547,4062106,271.20001220703125,271.52020263671875,269.5950012207031,269.6600036621094,14262779,285.8500061035156,286.3299865722656,284.80999755859375,285.3500061035156,8286741
2025-11-07 14:30:00+00:00,616.4849853515625,617.4000244140625,603.6901245117188,606.5928955078125,7313599,1094.175048828125,1108.219970703125,1087.800048828125,1101.5699462890625,555821,242.89999389648438,243.1699981689453,239.14999389648438,240.9499969482422,8509805,269.7950134277344,272.2900085449219,267.2699890136719,271.5799865722656,7855390,284.17999267578125,284.5,276.3900146484375,278.7900085449219,4694504
2025-11-07 15:30:00+00:00,606.739990234375,607.5,601.2000122070312,604.5499877929688,3038387,1101.5899658203125,1103.8900146484375,1090.380126953125,1092.3900146484375,309383,240.97000122070312,241.2100067138672,239.1999969482422,240.00999450683594,3329016,271.55999755859375,271.9700012207031,269.4800109863281,269.5299987792969,3991205,278.760986328125,279.11248779296875,276.3699951171875,277.1709899902344,2407170
2025-11-07 16:30:00+00:00,604.4400024414062,609.0999755859375,602.5599975585938,608.219970703125,2213507,1092.2149658203125,1097.06005859375,1087.6700439453125,1090.6939697265625,253578,240.0,240.13999938964844,238.49000549316406,239.75999450683594,2366012,269.5199890136719,269.8900146484375,268.32000732421875,269.1099853515625,3276263,277.17498779296875,278.2699890136719,275.739990234375,277.8699951171875,1326205
2025-11-07 17:30:00+00:00,608.1099853515625,613.2000122070312,606.5399780273438,612.8026733398438,1706288,1090.8798828125,1095.7598876953125,1087.5,1095.530029296875,236611,239.74000549316406,240.8300018310547,239.3000030517578,240.5500030517578,1973604,269.114990234375,269.1400146484375,268.0588073730469,268.45001220703125,2041690,277.8500061035156,278.3629150390625,277.07000732421875,278.1033935546875,961157
2025-11-07 18:30:00+00:00,612.844970703125,615.389892578125,611.22998046875,614.9080200195312,1435624,1095.550048828125,1097.083740234375,1092.75,1096.1099853515625,144383,240.53500366210938,241.66000366210938,240.2100067138672,241.48989868164062,3858846,268.45001220703125,268.6600036621094,267.0950012207031,267.25,2217548,278.1000061035156,278.3900146484375,277.0400085449219,277.82000732421875,887889
2025-11-07 19:30:00+00:00,614.97998046875,620.5,614.7000732421875,618.3499755859375,1869908,1096.0999755859375,1103.2900390625,1095.81005859375,1101.3900146484375,259746,241.49000549316406,243.82000732421875,241.49000549316406,243.3699951171875,3687165,267.260009765625,268.5,266.7799987792969,267.7598876953125,3921327,277.8599853515625,280.0899963378906,277.8599853515625,278.9909973144531,1213164
2025-11-07 20:30:00+00:00,618.344970703125,622.1300048828125,617.6300048828125,621.5999755859375,1475525,1101.4000244140625,1104.4100341796875,1098.050048828125,1103.3800048828125,278871,243.41000366210938,244.89999389648438,243.3800048828125,244.41000366210938,3082318,267.760009765625,268.5799865722656,267.69000244140625,268.4200134277344,3276821,278.989990234375,279.82000732421875,278.79998779296875,279.6300048828125,1389312
2025-11-10 14:30:00+00:00,631.3900146484375,634.9600219726562,623.2999877929688,633.83740234375,3873187,1107.0999755859375,1128.18994140625,1104.113037109375,1124.7950439453125,720526,248.30999755859375,251.75,247.99000549316406,248.02999877929688,7213922,268.95001220703125,273.7300109863281,268.95001220703125,271.85699462890625,7030981,285.2099914550781,290.42999267578125,283.5400085449219,288.7200012207031,4164797
2025-11-10 15:30:00+00:00,633.6300048828125,633.8800048828125,626.489990234375,630.4099731445312,1532229,1124.800048828125,1127.155029296875,1114.6300048828125,1116.6300048828125,257424,248.0211944580078,248.08999633789062,245.58999633789062,246.3800048828125,3238084,271.8299865722656,271.989990234375,269.04998779296875,269.06640625,3083676,288.7049865722656,289.2698974609375,286.19000244140625,286.96551513671875,1570763
2025-11-10 16:30:00+00:00,630.4099731445312,634.4600219726562,630.2999877929688,633.864990234375,1088389,1116.6300048828125,1122.25,1116.249755859375,1116.83984375,175811,246.33999633789062,247.44500732421875,246.0,247.10499572753906,2393779,269.0400085449219,269.7587890625,268.489990234375,269.0799865722656,2346213,286.94500732421875,287.5799865722656,286.2001037597656,287.30999755859375,892605
2025-11-10 17:30:00+00:00,633.9299926757812,635.0,632.3300170898438,632.8400268554688,879505,1116.6663818359375,1118.7271728515625,1114.3299560546875,1115.6300048828125,162437,247.10499572753906,248.89999389648438,247.0955047607422,248.6300048828125,1959822,269.07000732421875,270.2300109863281,269.010009765625,269.7300109863281,1807442,287.3399963378906,289.3299865722656,287.260009765625,288.8399963378906,743976
2025-11-10 18:30:00+00:00,632.8400268554688,634.6500244140625,632.010009765625,632.780029296875,781607,1115.6500244140625,1118.1800537109375,1115.2900390625,1115.5999755859375,171050,248.6529998779297,248.95640563964844,248.47000122070312,248.7698974609375,1461943,269.7099914550781,270.3077087402344,267.4549865722656,269.6600036621094,3188667,288.8699951171875,291.42999267578125,288.8500061035156,291.1000061035156,1315791
2025-11-10 19:30:00+00:00,632.7650146484375,634.27001953125,631.989990234375,632.6320190429688,871980,1115.5400390625,1124.47998046875,1112.56005859375,1120.659912109375,256469,248.7449951171875,248.83999633789062,248.1750030517578,248.27000427246094,1829109,269.6300048828125,269.80999755859375,269.04998779296875,269.11859130859375,2248210,291.0899963378906,291.4595031738281,290.4200134277344,290.55999755859375,1095959
2025-11-10 20:30:00+00:00,632.6699829101562,634.72998046875,631.260009765625,631.77001953125,1488867,1120.5,1123.9200439453125,1119.030029296875,1120.18994140625,308211,248.25999450683594,249.22999572753906,247.89999389648438,248.41000366210938,11095457,269.1000061035156,269.6000061035156,268.760009765625,269.3599853515625,2892894,290.5400085449219,291.2388000488281,290.42999267578125,290.5899963378906,1716713
2025-11-11 14:30:00+00:00,628.125,629.5599975585938,621.8101196289062,622.3699951171875,2509903,1118.75,1135.6800537109375,1112.800048828125,1123.510009765625,559122,248.44500732421875,249.62989807128906,247.8300018310547,248.46780395507812,3730327,269.80999755859375,274.739990234375,269.79998779296875,274.1000061035156,9244708,288.20001220703125,291.6940002441406,287.8800048828125,289.4599914550781,2757570
2025-11-11 15:30:00+00:00,622.3651123046875,623.9600219726562,619.4000244140625,622.3699951171875,1416358,1123.3299560546875,1128.9200439453125,1122.5699462890625,1125.06005859375,176573,248.4573974609375,248.9600067138672,247.5449981689453,247.5800018310547,2380534,274.1000061035156,274.3460998535156,272.42999267578125,272.5,3452496,289.4049987792969,290.3550109863281,288.7900085449219,289.1499938964844,975039
2025-11-11 16:30:00+00:00,622.4000244140625,625.5999755859375,621.732177734375,623.3800048828125,846209,1124.9949951171875,1125.5899658203125,1118.9000244140625,1124.18994140625,181061,247.60000610351562,248.47999572753906,247.22999572753906,248.26829528808594,1320221,272.510009765625,273.614990234375,271.7799987792969,273.31500244140625,2525614,289.17999267578125,290.6000061035156,288.7699890136719,290.0199890136719,831517
2025-11-11 17:30:00+00:00,623.3699951171875,624.64990234375,623.2800903320312,624.1300048828125,657328,1124.0699462890625,1132.0,1124.0699462890625,1130.68994140625,208729,248.2736053466797,249.38999938964844,248.0,249.3260040283203,1560683,273.3299865722656,274.70001220703125,273.0299987792969,274.4800109863281,2634766,290.0299987792969,290.20001220703125,289.2699890136719,289.7900085449219,614277
2025-11-11 18:30:00+00:00,624.1300048828125,626.1500244140625,623.4000244140625,625.02001953125,783117,1130.8199462890625,1136.0,1130.6099853515625,1132.75,212113,249.30999755859375,249.74989318847656,249.1042938232422,249.3699951171875,1357003,274.489990234375,275.6600036621094,274.1600036621094,275.32000732421875,3455305,289.79998779296875,291.69000244140625,289.4200134277344,290.5899963378906,1003383
2025-11-11 19:30:00+00:00,625.1500244140625,626.8400268554688,625.0,626.6500244140625,653056,1132.729248046875,1137.4998779296875,1132.3199462890625,1136.5400390625,195835,249.42999267578125,249.5,248.82000732421875,248.8800048828125,1253534,275.3299865722656,275.760009765625,275.04998779296875,275.25,2653431,290.5899963378906,291.3399963378906,290.5299987792969,291.2099914550781,756962
2025-11-11 20:30:00+00:00,626.5599975585938,628.0,626.1801147460938,627.1799926757812,1018218,1136.5899658203125,1139.2198486328125,1134.9000244140625,1136.5999755859375,966986,248.8699951171875,249.47000122070312,248.75,249.13999938964844,1833631,275.239990234375,275.8450012207031,274.79998779296875,275.29998779296875,4039713,291.2300109863281,292.3399963378906,291.080810546875,291.7099914550781,1643758
